Name,Age,City,Score,Hours_Study,Projects,Efficiency,Cluster,Recommendation
Kerry Vasquez,16,North Ann,1,2,2,0.5,High,Покращувати ефективність
Oscar Lee,12,Churchview,8,4,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Johnny Barnes,15,Hallberg,11,3,3,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Eddie Allen,18,North Stevenburgh,1,1,3,1.0,High,Покращувати ефективність
Gregory Parks,15,South James,7,2,1,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Christopher Adams,15,Lake Jason,8,2,3,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Amy Hopkins,10,Kevinbury,11,4,3,2.75,Low,Не будь слабим. Збільшуй навчання!
Darren Camacho,12,Whiteberg,11,3,1,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Andrea Humphrey,11,Carlostown,5,1,3,5.0,Medium,Практикуй більше годин
Jeffrey Johnson,17,West Christopherhaven,10,3,2,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Terry Mcknight,15,Andersonstad,1,3,3,0.3333333333333333,High,Покращувати ефективність
Jason Chan,18,Lefurt,10,1,3,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Adam Petty,17,North Paul,1,4,3,0.25,High,Покращувати ефективність
Krista Cannon,15,Sotoport,9,4,2,2.25,Low,Не будь слабим. Збільшуй навчання!
Gregory Pena,13,Johnathanstad,2,5,1,0.4,High,Покращувати ефективність
Terri Massey,13,West Bryanberg,11,4,2,2.75,Low,Не будь слабим. Збільшуй навчання!
Christopher Mitchell,12,Hillport,11,2,2,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Dawn Miller,13,Port Jason,3,5,3,0.6,High,Покращувати ефективність
Natalie Murphy,16,Cynthiashire,9,4,3,2.25,Low,Не будь слабим. Збільшуй навчання!
Casey Flores,13,Alyssaberg,10,2,2,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Tracy Barrera,11,North Deborah,11,2,2,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Ryan Jacobs,15,South Angelicafurt,8,5,3,1.6,Low,Не будь слабим. Збільшуй навчання!
Randy Davila,17,Lake Lisa,3,3,2,1.0,High,Покращувати ефективність
Robert Martinez,12,North Jamiechester,7,3,1,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Carrie Edwards,16,New Alexander,3,3,2,1.0,High,Покращувати ефективність
Victoria Benton,12,Matthewborough,5,1,3,5.0,Medium,Практикуй більше годин
Stephanie Simmons,13,Gardnershire,4,4,3,1.0,High,Покращувати ефективність
Beth Martin,15,East Mariahaven,6,3,3,2.0,High,Покращувати ефективність
Lori Fowler,17,Michelleshire,7,5,2,1.4,Low,Не будь слабим. Збільшуй навчання!
Courtney Cummings,11,Williamsborough,2,4,2,0.5,High,Покращувати ефективність
Kenneth Wood,10,North William,4,5,1,0.8,High,Покращувати ефективність
Richard Clark,12,Transhire,5,4,3,1.25,High,Покращувати ефективність
Trevor Thomas,16,Port Kristen,4,5,1,0.8,High,Покращувати ефективність
Jeremy Bean,11,Ashleyport,6,4,1,1.5,Low,Не будь слабим. Збільшуй навчання!
Benjamin Huang MD,18,Brianshire,3,4,1,0.75,High,Покращувати ефективність
Emily Carpenter,15,Williamshaven,4,4,1,1.0,High,Покращувати ефективність
Joseph Harding,10,New Samantha,8,4,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Mrs. Autumn Harris,16,Matthewport,5,4,1,1.25,High,Покращувати ефективність
Christopher Perez,11,Jillianshire,1,5,3,0.2,High,Покращувати ефективність
Keith Wilkinson,15,Christensenmouth,2,4,2,0.5,High,Покращувати ефективність
Sergio Dickerson,18,New Donaldview,4,5,2,0.8,High,Покращувати ефективність
Keith Miller,13,Waynemouth,10,5,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Michael Landry,10,New Tiffanyland,7,1,2,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Eric Johns DVM,13,Yolandastad,12,1,3,12.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Amber Harris,11,Destinyshire,3,4,1,0.75,High,Покращувати ефективність
Robert Harris,10,Lake Dale,3,1,2,3.0,High,Покращувати ефективність
Jonathan Jackson,14,New Amanda,9,2,1,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Timothy Brown,17,Karenchester,11,4,3,2.75,Low,Не будь слабим. Збільшуй навчання!
Joel Holmes,15,Deborahchester,8,1,3,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Daniel Davis,14,Morenoville,5,1,3,5.0,Medium,Практикуй більше годин
Douglas Rodriguez,18,West Sara,8,2,1,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Travis Ramos,17,New Dariusburgh,12,4,1,3.0,Low,Не будь слабим. Збільшуй навчання!
James Moore,14,Michaelville,4,4,1,1.0,High,Покращувати ефективність
Thomas Hensley,17,Reedfurt,11,3,2,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Alexandra Morris,18,Leeview,5,4,2,1.25,High,Покращувати ефективність
Harold Williamson,14,Josephhaven,12,4,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Leonard Collier,13,South Matthew,5,5,2,1.0,Low,Не будь слабим. Збільшуй навчання!
Donna Smith,17,Kerrtown,2,5,3,0.4,High,Покращувати ефективність
William White,15,Youngborough,9,1,2,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
James Russell,14,Hayeschester,6,5,2,1.2,Low,Не будь слабим. Збільшуй навчання!
Sherry Miller,14,East Curtis,11,3,1,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Jennifer Mcdaniel,13,Hebertton,6,4,2,1.5,Low,Не будь слабим. Збільшуй навчання!
Bryan Blackwell,11,Brittanyton,1,2,3,0.5,High,Покращувати ефективність
Trevor Greene,12,Perryville,3,3,2,1.0,High,Покращувати ефективність
Nancy Ramos,12,Campbellmouth,2,2,3,1.0,High,Покращувати ефективність
Nicholas Hart,14,Port Josephhaven,9,2,3,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Zachary Leblanc,12,Port Staceyville,4,5,3,0.8,High,Покращувати ефективність
Glenda Haynes,13,East Christopher,10,1,3,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Micheal Miller,17,New Craig,6,3,2,2.0,High,Покращувати ефективність
James Moore,12,South Samanthashire,12,1,2,12.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Mary Castaneda,12,Franciscobury,7,2,3,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Sabrina Moore,10,Williamview,7,3,2,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Donna Reyes,14,Tylertown,1,2,1,0.5,High,Покращувати ефективність
Elizabeth Heath,16,Baileyborough,11,4,1,2.75,Low,Не будь слабим. Збільшуй навчання!
Gregory Simmons,15,Gabrielville,1,2,3,0.5,High,Покращувати ефективність
Elizabeth Diaz,15,Andreaburgh,6,1,1,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Hannah Perez,11,Lake Cheyennechester,7,4,3,1.75,Low,Не будь слабим. Збільшуй навчання!
Rachel Snyder,10,Thomastown,10,1,2,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Reginald Perry,11,Millershire,9,3,1,3.0,Low,Не будь слабим. Збільшуй навчання!
Shelly Hill,15,Collinshire,3,5,3,0.6,High,Покращувати ефективність
Nicole Martinez,10,Morganport,7,2,2,3.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Kimberly Russell,16,New Andrea,4,3,1,1.3333333333333333,High,Покращувати ефективність
Nathan Reyes,14,Port Amy,7,3,2,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Ryan Flores,13,South Kenneth,7,4,1,1.75,Low,Не будь слабим. Збільшуй навчання!
Joshua Arnold,13,Garciaview,8,1,3,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Roger Thomas,12,Anthonyfort,9,5,2,1.8,Low,Не будь слабим. Збільшуй навчання!
Rachel Bridges,18,Johnmouth,2,3,3,0.6666666666666666,High,Покращувати ефективність
Mark Dunn,11,Michaelville,1,1,3,1.0,High,Покращувати ефективність
Denise Scott,10,Ryanborough,12,2,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Jennifer David,10,Davisberg,8,4,2,2.0,Low,Не будь слабим. Збільшуй навчання!
Martha Olson,18,Timothymouth,9,2,3,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Leah Stewart,15,Parkerport,2,5,2,0.4,High,Покращувати ефективність
Justin Murphy,14,Joshuabury,7,5,3,1.4,Low,Не будь слабим. Збільшуй навчання!
Harold Watkins,14,Lake Karenport,12,4,2,3.0,Low,Не будь слабим. Збільшуй навчання!
Victoria Porter,17,North Amberborough,6,1,1,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Lynn Ford,13,South Nataliefurt,3,4,1,0.75,High,Покращувати ефективність
Morgan Wilson,10,Amyfort,11,1,3,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Lisa Tran,11,Lake Christophertown,6,1,1,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
James Murray,11,New Sarah,11,3,1,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
William Smith,16,Hayestown,5,5,3,1.0,Low,Не будь слабим. Збільшуй навчання!
Lawrence Jones,12,Williamfort,12,2,1,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Jeffrey Bradshaw,17,Kylefurt,4,4,3,1.0,High,Покращувати ефективність
Annette Wilson,11,Andersonfurt,2,2,2,1.0,High,Покращувати ефективність
Robert Miranda,15,Port Michael,6,3,1,2.0,High,Покращувати ефективність
Ashley Boyle,15,Perryton,7,5,2,1.4,Low,Не будь слабим. Збільшуй навчання!
Tina Lewis,11,West Sara,3,2,2,1.5,High,Покращувати ефективність
Kara Bryant,16,South Stanley,3,4,3,0.75,High,Покращувати ефективність
Christopher Reyes,14,Garnerhaven,6,4,3,1.5,Low,Не будь слабим. Збільшуй навчання!
Amy Barker,17,Schwartzfort,8,4,3,2.0,Low,Не будь слабим. Збільшуй навчання!
Laura Moore,12,Kennethburgh,11,4,3,2.75,Low,Не будь слабим. Збільшуй навчання!
Anthony Rojas,16,South John,3,3,3,1.0,High,Покращувати ефективність
Michelle Cruz,15,Jonesport,9,4,3,2.25,Low,Не будь слабим. Збільшуй навчання!
Kaitlin Burnett,17,New Charlesstad,2,3,1,0.6666666666666666,High,Покращувати ефективність
Casey Shah,18,Cortezfurt,9,5,3,1.8,Low,Не будь слабим. Збільшуй навчання!
Lauren Bean,12,West Deniseport,4,4,1,1.0,High,Покращувати ефективність
Cody Robinson,18,Lake Laurenstad,8,5,3,1.6,Low,Не будь слабим. Збільшуй навчання!
Kelly Boone,13,Beckyfurt,7,3,3,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
William Williamson,12,New Christopher,9,1,1,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Jeffrey Baird,16,Lake Andrew,11,4,3,2.75,Low,Не будь слабим. Збільшуй навчання!
Daisy Holmes,10,South Melissatown,9,2,3,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Ralph Mckinney,14,Robertton,11,2,3,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Ashley Ramirez,16,West Alexandermouth,4,4,2,1.0,High,Покращувати ефективність
John Taylor,11,Prattstad,6,2,1,3.0,High,Покращувати ефективність
Mary Evans,17,Lake Barbara,12,1,2,12.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Caitlyn Hernandez,13,West Lindsey,10,1,1,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Jennifer Smith,14,Sandrahaven,10,4,1,2.5,Low,Не будь слабим. Збільшуй навчання!
Andrew Michael,13,West Nicholas,11,5,3,2.2,Low,Не будь слабим. Збільшуй навчання!
Alan Day,14,Lake Crystal,3,5,2,0.6,High,Покращувати ефективність
Morgan Smith,12,Reedberg,8,2,3,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Kim Peters,18,Lake Kathleenville,10,5,2,2.0,Low,Не будь слабим. Збільшуй навчання!
Cindy Stafford,13,Port Reginald,7,5,2,1.4,Low,Не будь слабим. Збільшуй навчання!
Kristina Jackson,14,North Kennethville,4,3,3,1.3333333333333333,High,Покращувати ефективність
Crystal Smith,14,Lake Ashleyfurt,4,4,2,1.0,High,Покращувати ефективність
Kelly Wright,18,Johnsonbury,1,2,1,0.5,High,Покращувати ефективність
David Jackson,14,Lake Jessicafurt,2,3,3,0.6666666666666666,High,Покращувати ефективність
Jack Thomas,10,North Johntown,8,1,3,8.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Martin Patrick,18,Port Christopher,12,3,1,4.0,Low,Не будь слабим. Збільшуй навчання!
Angela Cantu,14,Joseside,3,1,3,3.0,High,Покращувати ефективність
Michael Kirby,17,Davidfort,11,5,3,2.2,Low,Не будь слабим. Збільшуй навчання!
Stephen Jones,12,Baileyborough,1,4,1,0.25,High,Покращувати ефективність
Yolanda Garcia,14,South Diana,9,1,2,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Cameron Cox,11,Markmouth,5,2,2,2.5,High,Покращувати ефективність
Nicole Molina,16,Port Tiffanystad,9,1,2,9.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Carrie Clark,11,Mackside,10,1,3,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Jillian Davis,10,South Thomasbury,4,2,1,2.0,High,Покращувати ефективність
Crystal Mccarthy,10,South Laurie,12,2,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Ashley Franklin,16,New Kristina,10,2,1,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Christopher Ho,13,Dalemouth,7,4,2,1.75,Low,Не будь слабим. Збільшуй навчання!
Alexa Grant,16,Tammytown,2,4,2,0.5,High,Покращувати ефективність
Amanda Fischer,14,North Dylan,4,5,1,0.8,High,Покращувати ефективність
Andrew Moon,12,Bassburgh,11,4,1,2.75,Low,Не будь слабим. Збільшуй навчання!
Chad Allen,11,Martinezstad,11,4,1,2.75,Low,Не будь слабим. Збільшуй навчання!
Alexandra Johnson,10,Millston,6,5,3,1.2,Low,Не будь слабим. Збільшуй навчання!
Karen Barnes,15,East Ericfort,10,4,3,2.5,Low,Не будь слабим. Збільшуй навчання!
Amy Miller,18,Rachelberg,3,2,3,1.5,High,Покращувати ефективність
Paul Doyle,15,South Sean,1,5,3,0.2,High,Покращувати ефективність
Jack Mills,17,South Tanya,6,5,3,1.2,Low,Не будь слабим. Збільшуй навчання!
Cynthia Adams,18,Brianburgh,10,4,3,2.5,Low,Не будь слабим. Збільшуй навчання!
Aaron King,10,Ericview,12,4,1,3.0,Low,Не будь слабим. Збільшуй навчання!
Bradley Mendez,11,Cameronbury,10,5,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Miss Barbara Nelson,18,Dawsonland,12,4,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Marcus Rose,10,Meagantown,6,3,2,2.0,High,Покращувати ефективність
Kyle Davis,15,East Katelyn,11,1,1,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Megan Torres,18,West Jasonberg,12,4,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Steven Schmidt,17,Port Deannafort,4,2,1,2.0,High,Покращувати ефективність
Beth Watkins,17,Michaelshire,1,2,3,0.5,High,Покращувати ефективність
Adrian Mcdonald,10,New Robert,3,1,3,3.0,High,Покращувати ефективність
Shannon Kelly,11,West Erica,4,2,3,2.0,High,Покращувати ефективність
Edward Pace,14,Port Alexisview,10,3,3,3.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Thomas White,14,West Reginaldland,12,2,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Shannon Lindsey,15,North Tony,1,4,1,0.25,High,Покращувати ефективність
Jessica Kim,15,South Jessicaside,4,5,2,0.8,High,Покращувати ефективність
Christine Carney,11,East Mitchellstad,2,1,1,2.0,High,Покращувати ефективність
Michael Barr,18,East Stephen,11,1,3,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Michael Patterson,17,Scotthaven,5,3,3,1.6666666666666667,High,Покращувати ефективність
Emily Ward,13,New Johnfort,6,3,2,2.0,High,Покращувати ефективність
Ashley Thompson,14,Deborahberg,8,3,2,2.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Rhonda Elliott,12,East William,10,1,2,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Whitney Martin,17,West Walter,11,2,3,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Mark Martin,12,West Eddietown,10,1,2,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Michelle Brown,12,North Sandra,6,1,1,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Howard Duffy,10,West Tyler,1,2,2,0.5,High,Покращувати ефективність
Virginia Johnson,16,Dylanstad,2,4,3,0.5,High,Покращувати ефективність
Barry Clark,12,Waltersborough,3,3,1,1.0,High,Покращувати ефективність
Michael Clark,16,Port Zacharyshire,5,2,3,2.5,High,Покращувати ефективність
Kristine Adams,16,Smithfort,1,1,2,1.0,High,Покращувати ефективність
Desiree Anderson,10,New Kaylaborough,10,2,3,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Desiree Martinez,16,North Andres,3,4,1,0.75,High,Покращувати ефективність
Jennifer Henry,12,South Raymond,3,5,1,0.6,High,Покращувати ефективність
Carolyn Armstrong,11,Leburgh,8,3,2,2.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Stephen Sanders,10,Angelafurt,7,3,1,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Donna Jordan,14,Nataliemouth,9,3,1,3.0,Low,Не будь слабим. Збільшуй навчання!
Crystal Cervantes,14,Michaelville,6,5,2,1.2,Low,Не будь слабим. Збільшуй навчання!
Carlos Davis,10,West Trevorberg,4,5,3,0.8,High,Покращувати ефективність
William Silva,13,West Karistad,7,5,3,1.4,Low,Не будь слабим. Збільшуй навчання!
Calvin Marquez,13,New Courtney,6,4,3,1.5,Low,Не будь слабим. Збільшуй навчання!
Jacob Rubio,13,Lowefurt,11,2,3,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Rebecca Garcia,11,New Nancyhaven,6,5,2,1.2,Low,Не будь слабим. Збільшуй навчання!
Stephanie Jones,15,West Samuelhaven,4,3,3,1.3333333333333333,High,Покращувати ефективність
Antonio Esparza,11,Martinezburgh,1,5,1,0.2,High,Покращувати ефективність
Matthew Brooks,15,Julieville,7,4,3,1.75,Low,Не будь слабим. Збільшуй навчання!
Katherine Snyder,10,North Matthew,11,4,3,2.75,Low,Не будь слабим. Збільшуй навчання!
Charles Franco,14,Lake Carlosberg,6,2,2,3.0,High,Покращувати ефективність
Jared Patterson,17,West Emilychester,4,3,3,1.3333333333333333,High,Покращувати ефективність
Natalie Livingston,12,West Tiffany,8,4,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Tanya Baldwin,11,West Marymouth,1,1,1,1.0,High,Покращувати ефективність
Jennifer Sanchez,17,South Jason,12,3,3,4.0,Low,Не будь слабим. Збільшуй навчання!
Shawn Walton Jr.,17,Michealtown,12,3,1,4.0,Low,Не будь слабим. Збільшуй навчання!
Randy Sandoval,14,North Katie,5,5,2,1.0,Low,Не будь слабим. Збільшуй навчання!
Brian Hill,10,Tatebury,12,4,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Melissa Doyle,14,East Barbaraside,12,4,2,3.0,Low,Не будь слабим. Збільшуй навчання!
Robin Hughes,13,Palmermouth,10,5,1,2.0,Low,Не будь слабим. Збільшуй навчання!
Daisy Cole,14,Rosetown,4,4,2,1.0,High,Покращувати ефективність
Michael Thompson,12,Woodmouth,3,2,1,1.5,High,Покращувати ефективність
Calvin Pierce,11,South Stefaniehaven,5,1,2,5.0,Medium,Практикуй більше годин
Shawn York,16,Port Edward,8,5,2,1.6,Low,Не будь слабим. Збільшуй навчання!
Jessica Bruce,11,Christiechester,4,2,2,2.0,High,Покращувати ефективність
Kenneth Cruz,12,Sharonshire,6,1,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
April Gonzalez,18,Port David,5,2,3,2.5,High,Покращувати ефективність
Cody Pratt,13,New Hollytown,3,2,1,1.5,High,Покращувати ефективність
Molly Wyatt,14,Moorefurt,1,1,1,1.0,High,Покращувати ефективність
Timothy Brown,15,Kevinstad,8,4,2,2.0,Low,Не будь слабим. Збільшуй навчання!
Brianna Bell,15,Buckleyland,11,1,1,11.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Joshua Huff,13,Ryanhaven,7,1,2,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Richard Bowman,10,Port Ryan,3,1,2,3.0,High,Покращувати ефективність
Colleen Huynh,15,New Keithburgh,5,1,1,5.0,Medium,Практикуй більше годин
Paul Patel,18,Cookside,11,2,3,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Robert Carter,15,South Michaelport,4,2,3,2.0,High,Покращувати ефективність
Patrick Lewis,10,Lake Jacob,3,1,1,3.0,High,Покращувати ефективність
Robert Becker,18,Lake Robert,11,4,2,2.75,Low,Не будь слабим. Збільшуй навчання!
Lisa Humphrey,16,Penafort,4,1,1,4.0,High,Покращувати ефективність
Danielle Patrick,18,New Jessica,6,5,1,1.2,Low,Не будь слабим. Збільшуй навчання!
Donald Schultz,17,North Kellyburgh,7,4,1,1.75,Low,Не будь слабим. Збільшуй навчання!
Dr. William Castro Jr.,15,Lake Johnside,6,1,3,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Lisa Rivera,16,Millermouth,1,1,1,1.0,High,Покращувати ефективність
Shannon Hall,15,Cunninghamland,8,5,2,1.6,Low,Не будь слабим. Збільшуй навчання!
Ashley Henry,15,East Deborah,6,4,1,1.5,Low,Не будь слабим. Збільшуй навчання!
Tammy Clark,15,Vincentfurt,12,1,2,12.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Randy Turner,12,Collinsshire,11,4,2,2.75,Low,Не будь слабим. Збільшуй навчання!
Eric Davis,18,Samuelfort,10,1,1,10.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Brittany White,18,Tatestad,7,3,2,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Kayla Hardy,13,Port Donaldborough,12,2,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Mark Lee,13,Nealstad,4,3,2,1.3333333333333333,High,Покращувати ефективність
Rachel Jackson,16,Lake Russell,1,1,3,1.0,High,Покращувати ефективність
Darren Garza,10,Julieport,5,3,2,1.6666666666666667,High,Покращувати ефективність
Brandi Graham,16,Garrisonstad,9,5,2,1.8,Low,Не будь слабим. Збільшуй навчання!
Tammy Peterson,18,South Christopherview,4,3,2,1.3333333333333333,High,Покращувати ефективність
David Newman,14,Mollyland,6,2,2,3.0,High,Покращувати ефективність
Kristin Wright,13,Kathyburgh,6,1,2,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Jasmine Mccarthy,12,New Anthony,1,5,1,0.2,High,Покращувати ефективність
Diane Anderson,16,New Brendaville,4,2,3,2.0,High,Покращувати ефективність
Cindy Reilly,12,Port Kristenport,5,4,1,1.25,High,Покращувати ефективність
Andrew Brady,17,Watsonborough,10,2,1,5.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
William Rogers,18,Johnathanfort,8,4,3,2.0,Low,Не будь слабим. Збільшуй навчання!
Emily Wood MD,13,North Amanda,3,1,2,3.0,High,Покращувати ефективність
Natalie Taylor,16,North Laurafort,12,4,3,3.0,Low,Не будь слабим. Збільшуй навчання!
Joseph Walters,10,Lewisville,10,4,2,2.5,Low,Не будь слабим. Збільшуй навчання!
Rebecca Mccoy,14,Mullinschester,3,3,2,1.0,High,Покращувати ефективність
Melissa Deleon,16,Robertmouth,7,1,1,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Mark Simmons,17,Lake Kevinport,2,4,2,0.5,High,Покращувати ефективність
Tara Murray,18,Kennethshire,1,5,1,0.2,High,Покращувати ефективність
Kristen Ingram,10,Duncanside,1,3,1,0.3333333333333333,High,Покращувати ефективність
Sarah Murphy,18,Muellerborough,7,5,3,1.4,Low,Не будь слабим. Збільшуй навчання!
Johnathan Jackson,11,Alexandraport,11,2,2,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Monica Hess,16,East Kellyville,4,1,3,4.0,Medium,Практикуй більше годин
Wendy Mullins,12,Hollandview,5,4,1,1.25,High,Покращувати ефективність
Andrew Medina,17,Johnsonland,8,3,2,2.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Roy Liu,15,Gonzalezfurt,1,5,1,0.2,High,Покращувати ефективність
Brittany Mason,10,Jamesport,1,4,1,0.25,High,Покращувати ефективність
Cindy Pugh,15,Lukemouth,2,4,1,0.5,High,Покращувати ефективність
Mary Baker,10,South Andrew,8,4,2,2.0,Low,Не будь слабим. Збільшуй навчання!
Christine Miller,15,Pottsport,7,1,2,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Stacy Jackson,17,Arielchester,4,2,3,2.0,High,Покращувати ефективність
Robert Page,17,Angelicafort,6,3,2,2.0,High,Покращувати ефективність
Pamela Stevens,18,Taylorport,2,4,1,0.5,High,Покращувати ефективність
Susan Hendricks,15,South Taylor,11,3,3,3.6666666666666665,Low,Не будь слабим. Збільшуй навчання!
Edgar Ramirez,17,New Edward,4,3,1,1.3333333333333333,High,Покращувати ефективність
Anita Tucker,17,Bergborough,3,5,2,0.6,High,Покращувати ефективність
Tiffany Miller,14,West Aaronland,4,3,1,1.3333333333333333,High,Покращувати ефективність
Joseph Reynolds,12,Whitneymouth,7,1,1,7.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Roy Tate,10,New Joshua,12,2,1,6.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Kyle White,14,Hayesmouth,9,4,2,2.25,Low,Не будь слабим. Збільшуй навчання!
Gregory Marks,16,Simsview,6,2,1,3.0,High,Покращувати ефективність
Mark Best,11,South Patriciamouth,1,4,1,0.25,High,Покращувати ефективність
Kaitlin Padilla,10,Byrdton,6,4,2,1.5,Low,Не будь слабим. Збільшуй навчання!
Richard Rubio,12,Thompsonview,3,5,1,0.6,High,Покращувати ефективність
Gregory Warren,10,Lake Sierratown,1,4,2,0.25,High,Покращувати ефективність
Stephanie Bates,12,Wendyberg,8,5,2,1.6,Low,Не будь слабим. Збільшуй навчання!
Stephanie Copeland,12,Youngland,4,3,3,1.3333333333333333,High,Покращувати ефективність
Nicholas Thompson,18,Port Katelyn,7,4,3,1.75,Low,Не будь слабим. Збільшуй навчання!
Kelly Smith,16,New Leah,7,3,2,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Mark Taylor,15,New Victoria,5,2,2,2.5,High,Покращувати ефективність
Dennis Lopez,11,Lake James,8,2,2,4.0,Medium,Майже молодець! Сфокуйсуватись на ефективності
Terry Yates,17,South Leslie,8,5,2,1.6,Low,Не будь слабим. Збільшуй навчання!
Stuart Wood,17,North Jean,9,2,1,4.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
Erika Carpenter,14,Andrewton,7,3,1,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Eric Kane,13,Francofurt,11,4,2,2.75,Low,Не будь слабим. Збільшуй навчання!
Cassandra Blanchard,10,Port Alan,7,3,3,2.3333333333333335,Low,Не будь слабим. Збільшуй навчання!
Briana Marks,18,Kyleland,11,2,2,5.5,Medium,Майже молодець! Сфокуйсуватись на ефективності
